game_name,price,link,description
Harvest Life...,£14.99,https://www.simplygames.com//p/harvest-life-code-in-a-box-ps4,"DescriptionPut on those rubber boots and grab your pitchfork!Your grandfather unexpectedly passes you ownership of a small idyllic farm. It’s all in bad condition, so it’s your job to take on the challenge to rebuild it.Depending on the weather and the demands of the local villagers, you will plant a variety of crops to harvest later and must also take good care of your chickens, cows, pigs and other farm animals.Try to make a profit by selling your products in the farm shop and use the proceeds to restore and expand your dilapidated farm and recruit diligent workers to help with the ever-increasing workload.Have you got what it takes to become a successful and productive farmer?Features:Also discover the 2-player mode and play in split screenCreate and expand your own farmDiscover a wide variety of exciting challengesProduce fruit, vegetables, milk and eggs or honeyKeep pigs, cows, chickens and even your own bees!Leave the farm and discover new challenges in the forestPlace new buildings to unlock new featuresUse the levelling system to improve your farming skills"
Xuan Yuan Sword 7...,£34.99  £29.99,https://www.simplygames.com//p/xuan-yuan-sword-7-ps4,"DescriptionXuan Yuan Sword 7 is an action RPG with frenetic real-time combat, visceral 3D presentation, and a rich cinematic narrative. It is a celebration of ancient China's landscape, civilisation, and culture, infused with the mystique of its own legends in stark contrast to anachronistic technological designs. It is a world that is both familiar and mysterious, one of both science and spirituality, one that is waiting to be explored.Take the role of the calm and reliable swordsman Taishi Zhao as he fights to protect his family and uncover the truth of a blight threatens all of China. With a story deeply rooted in ancient Chinese history and mythology, Xuan Yuan Sword 7 reimagines both as one fantastical and chaotic realm under the governance of a new Xin Dynasty.Near the end of Western Han rule, the powerful prime minister of China superseded his Emperor, promising an era of peace and prosperity. But ten years later, that promise has never been fulfilled. Instead, a decade of war and famine has left China in ruin, and its salvation seems to lie in the hands of a Mohist swordsman who gains control of a fabled artifact called the Elysium Scroll. Can the science-seeking Mohists revive their former glory, or will they fade into the pages of forgotten history?"
FIFA 22...,£29.99  £19.99,https://www.simplygames.com//p/fifa-22-ps4,"DescriptionPowered by Football™, EA SPORTS™ FIFA 22 brings the game even closer to the real thing with fundamental gameplay advances and a new season of innovation across every mode. New gameplay features in FIFA 22 give you more consistency between the posts with a goalkeeper rewrite that brings more composure to the most important position on the pitch, alongside new ball physics, explosive sprint that better matches the acceleration of the game’s quickest players, and new attacking tactics that let you take control of how your team plays. In Career Mode, live out your football dreams as you create and manage the game’s newest club to glory. VOLTA FOOTBALL rewards you for your flair with restyled small-sided gameplay and new ways to play and progress each season. Get the squad together in Pro Clubs with enhanced team customisation and updated progression that puts you in control of your Virtual Pro’s development, and welcome back some of football’s most memorable players as new FUT Heroes in FIFA Ultimate Team™ with a redefined competition structure that makes testing your skills against other players more accessible. However you play, enjoy unrivaled authenticity everywhere with over 17,000 players, 700+ teams, and more than 30 leagues including the UEFA Champions League, CONMEBOL Libertadores, and the brand new UEFA Europa Conference League - only available in FIFA 22.GAMEPLAYReimagined gameplay creates fundamental advances that you’ll feel across every mode in FIFA 22. A goalkeeper rewrite brings more composure and consistency to the most important position on the pitch, new ball physics reimagine every pass, shot, and goal, and explosive sprint lets you feel the acceleration of the game’s quickest players.-	Goalkeeper Rewrite - A brand new goalkeeper system brings a new level of intelligence to the last line of defence, unlocking more reliable shot-stopping and smarter decision-making between the posts. In FIFA 22, goalkeeper positioning personality replicates the different styles of keepers throughout the game - to represent the lightning-fast reflexes of world-class shot stoppers.-	True Ball Physics - Real-world data imported into FIFA 22 takes the game’s ball physics to a new level of realism. Tuned parameters including speed, swerve, air drag, air resistance, ground friction, and rolling friction mean every touch, trap, shot, volley, pass, and dribble will look, move, and fly like the real thing.-	Explosive Sprint - A new gameplay mechanic that changes the dynamic of one-on-one situations, Explosive Sprint gives you more control over acceleration when dribbling or defending. Lure opponents in and choose when to unleash your full speed to get away from the defender as you drive your team forward in attack.-	New Attacking Tactics - New Attacking Tactics give you more control over how you want your team to play. Set up your team with different styles in each half of the pitch: keep the ball in your half and explode into attack with fast build up in the opponent’s, play direct from box to box, or line up in your own unique style.CAREER MODELive out your football dreams in FIFA 22 Career Mode as you create a club and lead them from relegation candidates to global giants, and enjoy an overhauled Player Career experience that gives you more ways to progress, achieve, and immerse yourself in your Pro’s journey through the game.More information on new Career Mode features coming soon.VOLTA FOOTBALLVOLTA FOOTBALL returns with more flair all over the pitch and new ways to express your style and connect with your squad in street football playgrounds all over the world.More information on new VOLTA FOOTBALL features coming soon.FIFA ULTIMATE TEAMBuild your dream squad and compete in the most popular mode in FIFA, with thousands of players to add to your club and countless ways to customise your Club on and off the pitch. Whether you want to play on your own in Squad Battles, together in FUT Co-Op, Online in Division Rivals, or against the best in FUT Champions, FIFA Ultimate Team™ (FUT) connects you to the world of football throughout the entire season with a range of content influenced by real-world performances and competitions including the UEFA Champions League, UEFA Europa League, and CONMEBOL Libertadores.FIFA 22 Ultimate Team redesigns how you compete in Division Rivals and FUT Champions to create a more accessible way to test your skills and progress against other players, gives you even more ways to make your club your own with new depths of customisation both on and off the pitch, and introduces FUT Heroes - the return of some of football’s best-loved players.-	FUT Heroes - Celebrate some of football’s most memorable players with FUT Heroes, new items that represent the unforgettable moments that made them fan favourites. Whether it’s Robbie Keane lifting the League Cup in 2008, Diego Milito’s brace in the 2010 UEFA Champions League final to cement an Inter treble, or Mario Gomez’s goal to set up his team’s 2007 Bundesliga title victory, FUT Heroes offer new squad-building opportunities with league-specific chemistry and a chance to recreate the nostalgic moments that earned them a place in the squad of FUT 22 Heroes.More information on new FIFA Ultimate Team features coming soon.PRO CLUBSWith new customisation options to make your club stand out in the stands and on the pitch, a new player growth system that puts you in control of your Virtual Pro’s development, and streamlined social play that makes it easier than ever to find your next game, it’s time to get the squad together for a new season of Pro Clubs.More information on new Pro Clubs features coming soon.UNRIVALED AUTHENTICITYExperience unrivaled authenticity in FIFA 22 with the most true-to-life experience of The World’s Game featuring football’s biggest stars and teams. With 17,000+ players across 700+ teams in more than 90 stadiums and over 30 leagues, FIFA 22 is the only place you can play the iconic UEFA Champions League, UEFA Europa League, brand new UEFA Europa Conference League, CONMEBOL Libertadores, CONMEBOL Sudamericana, Premier League, Bundesliga, and LaLiga Santander."
Cris Tales...,£19.99  £9.99,https://www.simplygames.com//p/cris-tales-ps4,"DescriptionExperience Past, Present, and Future simultaneously in this gorgeous, indie love letter to classic JRPGs.Discover a unique combination of branching stories, innovative combat, and classic RPG gameplay in Cris Tales’ exciting and unforgettable exploration of how our actions echo through time. Join the newly awakened Time Mage, Crisbell, and her fantastical companions in a fantasy world facing a grim future. The powerful Time Empress and her forces threaten to bring about a cataclysm tearing apart Crystallis and the other four Kingdoms of the region.To stop the Time Empress and rewrite the future of the land, you will embark on a harrowing journey across the kingdoms, meeting and recruiting powerful allies to aid in the fight. Master their abilities and Crisbell’s unique Time Magic to overcome mighty foes: send them into the past to face their weaker, younger selves; to the future where they’ve succumbed to all the damage of a poison applied in the present; or create your own strategies in this one-of-a-kind combat system. Your choices in this world will have far-reaching consequences for everyone you meet. Peer into the past, act in the present, and watch as your choices dynamically change the future -- all on one screen as you play!"
Two Point Hospital Jumbo Edition...,£24.99,https://www.simplygames.com//p/two-point-hospital-jumbo-edition-ps4,"DescriptionPut simply, it’s a massive bundle of the very best Two Point Hospital content in one sumptuous collection.Developed by Two Point Studios, with a long lineage of incredible management games under their belts as developers, Two Point Hospital smashed onto PC in 2018 and flew straight to the top of the charts.Included in this JUMBO Edition (so called because it’s massive!) are four whopping premium DLCs (each adding new regions to the world of Two Point Hospital), and two great item packs (the Retro Items Pack and the Exhibition Items Pack), stuffed to the brim with exciting themed items to place around your hospitals.All in all, it’s a case of…MORE HOSPITALS, MORE CURES, MORE FUN!The best value Two Point Hospital deal yet, jam-packed with new content that new and old players alike will love!Includes the base game + four premium expansions + two item packsTraverse the vast reaches of Two Point County, with 27 hospitals in a variety of areas – from the snowy lands of the Bigfoot DLC, to the tropical climes of Pebberley Island.Includes over 189 bizarre illnesses, a huge array of cure machines bursting with personality, and loads and loads of items to place in your hospitals!With over 3 million happy players, there’s never been a better time to join the fun!"
Final Fantasy VIII Remastered...,£14.99  £11.99,https://www.simplygames.com//p/final-fantasy-viii-remastered-ps4-44513,"DescriptionFINAL FANTASY VIII Remastered brings the game’s classic story to modern platforms now with newly rendered visuals that bring the world to life like never before.EXPERIENCE THE JOURNEY OF A LIFETIMEThe mega-hit RPG, FINAL FANTASY VIII returns in this stunning Remaster.This PlayStation®4 version features new graphical enhancements and a whole host of options to customise your gameplay experience.The Republic of Galbadia, under the influence of the sorceress Edea, mobilises its great armies against the other nations of the world.Squall and other members of SeeD, an elite mercenary force, join hands with Rinoa, a resistance fighter, to fight against Galbadia's tyrannical rule and to prevent Edea from fulfilling her ultimate goal.Game BoostsBattle Assist - HP and ATB will always be maxed out, and Limit Breaks are available to trigger at any time.No Encounters - Turn on/off battle encounters.Speed Boost (x3) - Play all scenes at 3x speed.""The game is now compatible with Full HD (1920 x 1080) display and has implemented all new character models!"
Warhammer Chaosbane...,£12.99  £9.99,https://www.simplygames.com//p/warhammer-chaosbane-ps4,"DescriptionRoam the Old World in a universe of heroic fantasy with millions of fan, solo or in co-op, and fight hundreds of creatures in order to save the soul of Magnus, the last defender of the Empire of Man, from the menace of Chaos.A Next-Gen Hack N' SlashDrawing inspiration from the classic of the genre ( Diablo 3, grim dawn etc.) the game sets itself apart from traditinal hack n' slashes by offering an intense gaming experience, dynamic gameplay mechanisms with lots of customisation options and high replay value"
Watch Dogs: Legion...,£24.99  £5.99,https://www.simplygames.com//p/watch-dogs-legion-ps4,"DescriptionIn the near future, London is facing its downfall. After devastating terror attacks rock the city, an all-seeing authoritarian state has oppressed the people, a corrupt private military corporation controls the streets, and a powerful crime syndicate is preying on the vulnerable. The fate of London lies with you, and your ability to recruit a resistance and fight back.WATCH DOGS: LEGION delivers a never-before-seen gameplay innovation that allows you to recruit and play as anyone you see in the iconic city of London. Every single character in the open world is playable, and everyone has a backstory, personality, and skillset that will help you personalise your own unique team. Recruit your friends and join the fight in online multiplayer to take back London in four-player co-op missions, end-game challenges, special game modes and events. Welcome to the Resistance!PLAY AS ANYONERecruit anyone from the entire population of London into your resistance: from an MI6 agent to a tough bareknuckle fighter, from a brilliant hacker to a getaway driver, from a football hooligan to an inconspicuous old lady, everyone has a unique backstory, personality, and skillset that should be used in unique situations. Anyone you see can join your team.Play the game the way you want. Build a team with a huge range of characters to choose from, all bringing their own unique abilities. Takedown and arrest enemies as a police officer, chase down enemies in a fully loaded superspy car with armed rockets and cloaking device, and command robotic bees with your beekeeper. Customise your Legion with enhanced gadgets, unique outfits and iconic masks.AN IMMERSIVE STORYAfter a mysterious assailant initiates devastating terror attacks on London, DedSec, a secret underground resistance who is being blamed for the attacks and is on the brink of annihilation, needs your help.Your mission is to rebuild DedSec to fight back against those who wish to keep London oppressed. Some enemies are more obvious than others, such as the likes of Big Brother Nigel Cass, head of the corrupt private military corporation, Albion. A genius sociopath, Nigel has his own interesting way of keeping London safe, which may or may not include decimating Londoners. There’s also Mary Kelley, head of a criminal clan who has united all gangs in the city. She needs you out of the way so she can continue her lucrative businesses like human trafficking.You will continue to meet colourful characters along the way – both villains and allies – in your fight for London.HACKING IS YOUR WEAPONWeaponise London’s tech infrastructure, and unleash DedSec’s mastery of technology: hijack armed combat drones, reconstruct past events using augmented reality to discover who is behind the terror attacks, and hack your way through the most advanced security systems. Upgrade and deploy tech gadgets such as the Stealth Cloak, the Spiderbot, a Micro-Missile Launcher, and the powerful Electro Fist in a brand new melee system.LIBERATE AN OPEN WORLD LONDONExplore a massive urban open world and fight to liberate London’s many famous landmarks—including Trafalgar Square, Big Ben, Tower Bridge, Camden, Piccadilly Circus, or the London Eye—and engage in side activities like bareknuckle boxing, darts, freestyle football, illegal courier contracts or street art.TEAM UP WITH FRIENDSJoin forces with up to three friends in online multiplayer as you freely explore London together or take on special co-op missions, and unique game modes. Enjoy free regular updates adding new online content, rewards and themed events."
RiMS Racing...,£14.99  £11.99,https://www.simplygames.com//p/rims-racing-ps4,"DescriptionRiMS Racing is the first motorbike simulation to combine a realistic racing challenge together with engineering and mechanics! Ride the world's most powerful motorbikes and optimise their performance by swapping out parts, analysing data in real-time and keep track of individual components wearing down.A race is not won purely on the track, so you need to become more than a rider by understanding motorbike behaviour like a real engineer. Traction, angle, braking, torque, trajectory, speed... every factor can be taken into account, before heading into the workshop to change and optimize components to configure the optimal set-up for success on the track!A DREAM GARAGEYour adventure starts by choosing your dream motorbike. In RiMS Racing, you can ride the world's 8 most powerful European and Japanese motorcycles: Ducati Panigale V4 R, MV Agusta F4 RC, Aprilia RSV4, BMW M 1000 RR, Suzuki GSX-R1000R, Honda CBR1000RR, Kawasaki Ninja ZX-10RR or the Yamaha YZF-R1. Recreated with an unmatched level of detail thanks to close collaboration with each manufacturer, these motorbikes also provide a highly accurate and realistic riding experience. They are true rough diamonds that only need a few cuts to shine their brightest!OPTIMISE YOUR MOTORBIKEWith a mechanics management system never before seen in a motorbike simulation, you can dismantle all your motorbike's parts to maintain them after each race or upgrade them and boost your performance. You will become familiar with every last screw in your motorbike. Browse a catalogue of over 500 official spare parts from the biggest names in the industry along with over 200 official equipment items to personalise your rider!ANALYSE YOUR PERFORMANCERiMS Racing thrusts you straight into the heart of the action with the Motorbike Status Check (MSC), which helps you analyse your motorbike's behaviour in real time and understand how to enhance performance. Brake disc temperature, tyre compound and pressure, suspension behaviour affecting stability, electronic settings... Just like for a real rider, your motorbike's configuration can be adapted to your riding style and how you race will affect the gradual wear of each component and the effects on performance that follows!ACCURATE AND REALISTIC PHYSICSThe level of accuracy and details provided by the mechanics management and MSC is matched by realistic motorbike physics that will thrill the most demanding of track racers. But thanks to the various ride assist technologies, less experienced players can still learn the techniques that will take them to the top.THE MOST ICONIC CIRCUITSSilverstone, Laguna Seca, Suzuka, Nürburgring, Paul Ricard... Travel the world and enjoy thrilling races on 10 faithfully recreated official circuits. For those who prefer roads, 5 routes in the stunning landscapes of the United States, Norway, Australia, Spain and Italy have been recreated for a different racing experience on two wheels!MANAGE YOUR CAREER AND TEAMCareer mode in RiMS Racing gives you control of a team. Build your rider by managing their race calendar, choose which R&D areas to invest in, and upgrade the team's skills. As you progress in the career and score successful results, other manufacturers and partnership opportunities will become available to you!"
Beyond a Steel Sky - Limited Edition...,£19.99  £11.99,https://www.simplygames.com//p/beyond-a-steel-sky---limited-edition-ps4,"DescriptionYou are Robert Foster. A child has been abducted in a brutal attack. You have vowed to bring him home. But the trail has led you from your community of desert wasteland dwellers to Union City, one of the last remaining mega-cities in a world ravaged by shattering wars, and political meltdown.Fortified and impenetrable, it is a utopia in which people live happily under the surveillance and control of a benign AI. But all is far from what it seems...The Steelbook Edition includes a copy of the base game, a sticker sheet, the original game soundtrack (digital) and an exclusive Steelbook."
Power Rangers: Battle for the Grid - Super Edition...,£24.99,https://www.simplygames.com//p/power-rangers-battle-for-the-grid---super-edition-ps4,"DescriptionStronger together! A modern take on the 25-year-old franchise, Power Rangers: Battle for the Grid - Super Edition combines content from the original Collector’s Edition, all three Season Passes, and the all-new Street Fighter Pack. Pit current and classic Power Rangers and villains like never before in 3v3 tag team battles, featuring 23 different playable characters, including the latest Street Fighter crossover characters, Ryu and Chun-Li.Battle for the Grid’s controls promote simplicity and fluidity, enabling beginners to enjoy the combat system and encouraging advanced players to delve into its combat mechanics - including real-time assist takeovers, dynamic defense through push blocking and aerial guard, customizable juggle combos, and a unique Megazord comeback mode.23 Rangers & Villains across Generations: The growing roster includes all characters and skins from the Collector’s Edition, Season One, Season Two, and Season Three. Story and combat voiceovers are authentically performed by some of the original members of the Power Rangers cast.All-New Street Fighter Pack: The latest addition to Power Rangers: Battle for the Grid introduces Street Fighter characters Ryu as the Crimson Hawk Ranger and Chun-Li as the Blue Phoenix Ranger. The cross-over content also includes Ryu and Chun-Li’s Angel Grove Class of ’93 skins. Also exclusive to the Super Edition is the helmetless version of Ryu, Crimson Hawk Ranger.9 Arenas Across Iconic Locations: Battle in a variety of stages from the multiverse, including Zordon’s Training Room and the Command Center from Mighty Morphin Power Rangers, Lord Drakkon’s Throne Room from Boom! Comics’ Mighty Morphin Power Rangers, and Planet Earth: Cenozoic Era and Tower from the 2017 Power Rangers movie.Original Story: A Reimagining of the Shattered Grid Event: The expansive story is written and narrated by writer/director Kyle Higgins and features original artwork by Eisner Award-winning illustrator Dan Mora. In Story Mode, players experience a re-imagining of the critically acclaimed Shattered Grid event from Boom! Studios’ Power Rangers comic book series.Crossplay & Cross-progression across Five Major Gaming Platforms: Power Rangers: Battle for the Grid is the first fighting game to enable crossplay among PlayStation 4, Nintendo Switch, Xbox One, PC, and Stadia, where players across all gaming platforms can battle against each other in Ranked, Casual, Direct or Lobby Matches. Cross-progression is also available, so players can carry progress made on one platform to another.Play with Your Friends Locally or Online: Challenge your friends locally in Versus Mode or take it online with Direct Matches or Online Lobbies. Direct Match allows friends, or any two specific players, to match up against each other. Online Lobbies allows up to eight players to join together in friendly matches, where participants can battle in up to four different matches at a time or spectate others. Battle for the Grid features state of the art rollback netcode for the most stable online play."
My Universe: School Teacher...,£14.99,https://www.simplygames.com//p/my-universe---school-teacher-ps4,"DescriptionExperience your dream job in a game! Live a true-to-life teacher experience as you take care of your own class of cute pupils and compete with other schools to be the best! It’s the fun part of being an adult!School has never been this fun! Become the best teacher in town: improve your pupils’ grades through various classes and activities and boost your school rank to the top. In School Teacher, you start as new teacher in a small, slightly old-fashioned school. As your pupils get better, you unlock new minigames, items, game modes, and your school improves. In addition, prepare and decorate your classroom, organize school festivals and win prizes to make your school better and cooler than the competition!Features:School has never been this fun!Create your dream teacher! Male or female, skin tone, haircut, clothing…Different gameplay for every lesson – You do the teaching!Meet a great cast of fun and friendly characters!Explore the school and its various environments!Complete quests in Story Mode to make your school more popular or enjoy Free Mode to explore freely and try all class activities!Compete with other schools and make your school the best in townUnlock new items to expand and decorate your classroom"
Destroy All Humans!...,£19.99  £9.99,https://www.simplygames.com//p/destroy-all-humans-ps4,"DescriptionThe cult-classic returns! Terrorize the people of 1950's Earth in the role of the evil alien Crypto-137. Harvest their DNA and bring down the US government in the faithful remake of the legendary alien invasion action adventure. Annihilate puny humans using an assortment of alien weaponry and psychic abilities. Reduce their cities to rubble with your flying Saucer! One giant step on mankind!FEATURESExperience the evil side of a 50s alien invasion story(Re)Discover why this game is considered one of the funniest ever createdFaithfully rebuilt from scratch in new galactic gloryEnjoy Crypto's unique weaponry like the Anal Probe GunPose as pathetic humans to infiltrate their fragile democracyUse psychokinesis to send enemies flying or bombard them with random objectsFreely traverse explorable cities from 50s America using your jetpackObliterate humanity's primitive architecture with your flying saucerIncludes the restored, much-rumored, never before seen: Lost Mission of Area 42"
Tour De France 2020...,£24.99  £14.99,https://www.simplygames.com//p/tour-de-france-2020-ps4,"DescriptionExperience the intensity of the Tour de France!  Compete against the peloton in all 21 official stages of the Tour de France 2020.To wear the yellow jersey on the Champs-Elysées, you will need to take risks, attack, sprint and perfect your race tactics.New Features:All 21 official stages of the Tour de France 2020The classic Liège-Bastogne-Liège race for the first time in Tour de FranceRedesigned, more realistic time-trials. You must manage your stamina and riding position to improve your aerodynamics and achieve the best timeNew first-person camera for greater immersionMore attacking and opportunistic pelotonImproved race interface with more details about your surroundings (competitors, route, descents, etc.)Online mode: redesigned matchmaking systemExperience the intensity of the Tour de France!"
Marvel’s Iron Man VR...,£24.99,https://www.simplygames.com//p/marvels-iron-man-vr-ps4,"DescriptionTwo PS Move motion controllers required to play. Sold separately.Don the PlayStation VR headset* to suit up as the Armored Avenger in an original Iron Man adventure!Tony Stark has retired from making weapons and instead creates technology used to battle evil as Iron Man. After several years as a world-famous Super Hero, Tony is attacked by the mysterious Ghost, a hacker and anti-corporate activist who repurposes old StarkIndustries weapons. In her efforts to topple his empire, Ghost attacks Stark’s corporate locations around the world, leading to ever-escalating stakes and a final showdown.Key Features:UsingTWOPlayStation®Movemotion controllers** fire up Iron Man’s RepulsorJets and blast into the skies with an arsenal of iconic Iron Man gear at your fingertips.Face off against one of Iron Man’s greatest foes in high stakes, action-packed battles.Upgrade tech in Tony Stark’s garage to customize Iron Man’s sleek armor and awesome abilities.*PlayStation VR is not for use by children under age 12. PlayStation 4 systems, PlayStation VR, and PlayStation Camera are required to experience VR functionality."
SnowRunner...,£39.99  £34.99,https://www.simplygames.com//p/snowrunner-ps4,"DescriptionGet ready for the next-generation off-road experience!SnowRunner puts you in the driver’s seat of powerful vehicles as you conquer extreme open environments with the most advanced terrain simulation ever. Drive 40 vehicles from brands such as Ford, Chevrolet, and Freightliner as you leave your mark on an untamed open world.Overcome mud, torrential waters, snow, and frozen lakes while taking on perilous contracts and missions. Expand and customize your fleet with many upgrades and accessories including an exhaust snorkel for heavy waters or chain tires to battle the snow."
Nioh HITS Range...,£12.99,https://www.simplygames.com//p/nioh-hits-range-ps4,"DescriptionIn Nioh, players will traverse war-torn Japan as William, a blonde-haired swordsman whose background as a fierce warrior and seasoned knowledge of the blade allows him to survive in the demon-plagued land of the samurai. Known as Yokai, these demons inhabit a number of dangerous locations and lie in wait in the shadows to ambush unsuspecting victims. Players will also face off with other samurai in supernatural sword battles and intense, multi-target engagements offering a level of difficulty that will truly test even the most hardened samurai's skills, patience, and strategy."
Just Dance 2020...,£19.99,https://www.simplygames.com//p/just-dance-2020-ps4,"DescriptionGather your friends and family and Just Dance like nobody’s watching with Just Dance 2020! The #1 Music Video Game Franchise of All Time*, with over 67 million units sold**, is back this autumn. The newest, freshest Just Dance celebrates 10 years of bringing people together with 40 new hot tracks, more stunning universes and exclusive surprises for the players to discover!Join a community of more than 120 million players around the world and get ready to set the dancefloor on fire. Whether there’s something to celebrate or for no reason at all, Just Dance is there for every occasion!Fan favourite features are back in Just Dance 2020, along with 40 new hit songs for the whole family to enjoy! (Nintendo Switch, Wii, Xbox One, PS4, Google Stadia)•	From chart-topping hits to family favourites, from viral internet phenomena to the latest emerging artists, there is something for everyone to have fun in Just Dance:o	God Is A Woman – Ariana Grandeo	Skibidi – Little Bigo	Vodovorot – XS Projecto	Bangarang – Skrillex ft. Siraho	Con Calma - Daddy Yankee Ft. Snowo	Bad Boy - Riton & Kah-Loo	High Hopes – Panic! At The Discoo	Kill This Love – BLACKPINKo	Sushi - Merk & Kremonto	I like It - Cardi B, Bad Bunny & J Balvino	Policeman - Eva Simons Ft. Konshenso	Rain Over Me - Pitbull Ft. Marc Anthony•	Enjoy a wide range of creative universes, designed using new production techniques, never before seen in Just Dance.•	Track your calories burnt, time spent dancing, and keep yourself motivated while having fun with the fan favorite Sweat mode!Just Dance 2020 celebrates a decade of bringing people together with exciting new content!•	Immerse yourself in the Just Dance universe and go through 10 years of fun and endless creativity with a digital collection of iconic stickers reflecting back on the last 10 years of Just Dance!•	Team up with friends for more fun in our Co-op mode, returning to the Just Dance franchise for Just Dance 2020. Co-op mode brings players together to combine scores and rule the dancefloor!•	Little ones can join in on the fun with the acclaimed Kids Mode! The dedicated mode allows the youngest players to enjoy it in full with 8 new kid-friendly curated songs, coming along with a fun dance experience tailored to kid’s needs.•	With Just Dance Unlimited, the dance-on-demand subscription streaming service, you have access to 500+ songs and more! Every copy of the game comes with 1-month’s access!Be the star of your own show! Just Dance 2020 is more personalised than ever with an enhanced recommendation system (Nintendo Switch, Xbox One, PS4, Google Stadia)•	The game learns your dancing habits and pushes you content you will like, at the time that’s right for you! Follow your instincts and pick the perfect pre-made playlist to match your mood, or let the game make recommendations created just for you. For every moment, there’s a Just Dance playlist.•	With the intuitive interface, personalising your game experience has never been so easy. Pick your favourite songs among the ever-growing Just Dance catalogue and create your own playlists to customise your Just Dance parties!Bust a move! The party never stops with Just Dance 2020 (Nintendo Switch, Xbox One, PS4, Google Stadia)•	There is always something going on in Just Dance 2020! Check out the enhanced home page for the latest news on in-game seasonal events and more recommendations on songs or playlists to dance to and videos to watch. Make sure to visit the World Dance Floor to party online with the Just Dance community and enjoy themed events, Happy Hours, tournaments and new boss families to defeat, all year long!•	Keep the party going with Just Dance Unlimited! More songs and content will be added throughout the year to enrich Just Dance 2020 players’ experience.No additional accessories are required to join the fun! Just use your smartphone with the Just Dance Controller app! (iOS, Android, compatible with Xbox One, PS4 and Google Stadia)•	Use your smartphone to navigate in-game, track and score your moves - no camera, Kinect, or PS Move required! Up to 6 players can play with their phones simultaneously."
Zombieland: Double Tap - Road Trip...,£14.99,https://www.simplygames.com//p/zombieland-double-tap---road-trip-ps4,"DescriptionZombie land is back! A decade after the critical and commercial success of 2009's horror-comedy road Movie zombie land, the original cast and filmmakers are back by popular demand and reunited in a brand new adventure. Slated for October 18th theatrical release, the new chapter covers new ground: from the whitehouse into the American heartland, new zombies and new human survivors.the game is its own unique story based around the events of zombie land 1 & 2 with a focus on the foursome of characters from the original Movie: columbus, tallahassee, Wichita, and little rock. The game embraces the game-like elements seen in the film by incorporating everything from the ""rules"" To ""zombie kill of the Week"" Into the twin-stick shooting gameplay."
Control...,£14.99,https://www.simplygames.com//p/control-ps4,"DescriptionExclusive Extras (for PS4 only):•	Rare Service Weapon Mod•	Rare Player Mod•	Astral Dive Suit•	The Explorer Theme•	The Black Rock Quarry ThemeAfter a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control.From developer Remedy Entertainment, this supernatural 3rd person action-adventure will challenge you to master the combination of supernatural abilities, modifiable loadouts and reactive environments while fighting through a deep and unpredictable world.Control is Jesse Faden’s story and her personal search for answers as she grows into the role of the Director. The world of Control has its own story, as do the allies Jesse meets along the way. Jesse works with other Bureau agents and discovers strange experiments and secrets.Features:•	World Within a Location: Explore diverse environments and shifting architecture in a deep unpredictable world, set within a sprawling New York building.•	Flexible and Supernatural Combat System: Define your playstyle by integrating supernatural abilities, upgrades, and modifiable loadouts.•	Reactive Environments: Harness dynamic environmental destruction for exciting combat possibilities and master complex rituals to alter your surroundings.•	Reality Meets the Unexplainable: Dive into a dark and brutalist-inspired world where daily reality has been corrupted by an otherworldly force."
